listing_id,modelo,completitud_informativa,calidad_presentacion,diferenciadores_amenidades,transparencia_precio,corregimiento,tipo_inmueble,price_usd,descripcion_fuente
139877,gemini-3.5-flash,5,4,5,1,Bella Vista,Apartamentos,495000,completa
139878,gemini-3.5-flash,5,4,5,1,Bella Vista,Apartamentos,340000,completa
139749,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,365000,completa
139750,gemini-3.5-flash,4,4,3,1,Obarrio,Apartamentos,248000,completa
139768,gemini-3.5-flash,5,5,5,5,Bella Vista,Apartamentos,145000,completa
139914,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,760000,completa
139687,gemini-3.1-flash-lite,5,5,4,1,Bella Vista,Apartamentos,235900,completa
139685,gemini-3.5-flash,5,5,5,1,Marbella,Apartamentos,875000,completa
137707,gemini-3.5-flash,5,5,5,5,Bella Vista,Apartamentos,185000,completa
136512,gemini-3.5-flash,3,5,4,1,Bella Vista,Apartamentos,312000,completa
136721,gemini-3.5-flash,5,5,4,5,zona_no_determinada,Apartamentos,369000,completa
136309,gemini-3.5-flash,5,5,5,1,zona_no_determinada,Apartamentos,595000,completa
143042,gemini-3.5-flash,5,4,5,5,zona_no_determinada,Apartamentos,365000,completa
138305,gemini-3.5-flash,5,5,4,5,zona_no_determinada,Apartamentos,256000,completa
139532,gemini-3.5-flash,4,5,5,1,Bella Vista,Apartamentos,420000,completa
136558,gemini-3.5-flash,5,5,5,5,zona_no_determinada,Apartamentos,135000,completa
138045,gemini-3.5-flash,4,4,5,1,Bella Vista,Apartamentos,320000,completa
143031,gemini-3.5-flash,4,3,4,1,El Cangrejo,Apartamentos,491000,completa
137677,gemini-3.1-flash-lite,5,5,4,5,Bella Vista,Apartamentos,189000,completa
137650,gemini-3.5-flash,5,5,4,5,Bella Vista,Apartamentos,315000,completa
137619,gemini-3.5-flash,2,3,2,1,zona_no_determinada,Apartamentos,391000,completa
136596,gemini-3.5-flash,5,5,5,5,Bella Vista,Apartamentos,695000,completa
136590,gemini-3.5-flash,5,5,5,5,Bella Vista,Apartamentos,137000,completa
137297,gemini-3.5-flash,3,4,5,1,zona_no_determinada,Apartamentos,249000,completa
136892,gemini-3.5-flash,5,5,5,5,Obarrio,Apartamentos,445000,completa
136893,gemini-3.5-flash,5,5,5,5,Obarrio,Apartamentos,794000,completa
137054,gemini-3.5-flash,5,4,5,1,Bella Vista,Apartamentos,199000,completa
136953,gemini-3.5-flash,3,5,3,1,Bella Vista,Apartamentos,205000,completa
139378,gemini-3.5-flash,4,5,4,1,Bella Vista,Apartamentos,170000,completa
136861,gemini-3.5-flash,5,5,4,1,Obarrio,Apartamentos,249000,completa
136822,gemini-3.5-flash,1,1,1,1,Bella Vista,Apartamentos,155000,preview
136722,gemini-3.5-flash,4,4,5,5,Marbella,Apartamentos,156320,completa
136711,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,265000,completa
136609,gemini-3.5-flash,5,4,5,5,zona_no_determinada,Apartamentos,192000,completa
136594,gemini-3.5-flash,5,4,5,5,Bella Vista,Apartamentos,120000,completa
136530,gemini-3.5-flash,2,4,3,1,zona_no_determinada,Apartamentos,350000,completa
136515,gemini-3.5-flash,2,4,3,1,Bella Vista,Apartamentos,247500,completa
136421,gemini-3.5-flash,5,3,5,5,El Cangrejo,Apartamentos,144371,completa
136298,gemini-3.5-flash,5,5,5,5,Bella Vista,Apartamentos,125000,completa
136293,gemini-3.5-flash,4,5,3,1,Bella Vista,Apartamentos,370000,completa
136305,gemini-3.5-flash,5,5,4,5,zona_no_determinada,Apartamentos,400000,completa
136304,gemini-3.5-flash,5,5,5,5,zona_no_determinada,Apartamentos,625000,completa
136233,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,183000,completa
136239,gemini-3.1-flash-lite,4,4,3,1,Obarrio,Apartamentos,1500000,completa
136193,gemini-3.5-flash,5,5,5,5,Bella Vista,Apartamentos,312000,completa
136196,gemini-3.5-flash,5,5,5,5,Bella Vista,Apartamentos,550000,completa
136212,gemini-3.5-flash,5,5,5,5,Marbella,Apartamentos,220000,completa
136152,gemini-3.5-flash,4,4,4,1,Bella Vista,Apartamentos,170000,preview
136056,gemini-3.5-flash,4,5,5,1,Marbella,Apartamentos,226000,completa
136008,gemini-3.5-flash,5,5,5,5,Bella Vista,Apartamentos,222062,completa
136030,gemini-3.5-flash,5,5,5,5,Bella Vista,Apartamentos,119000,completa
136023,gemini-3.5-flash,4,5,3,1,Obarrio,Apartamentos,238000,completa
135955,gemini-3.5-flash,5,5,5,5,Obarrio,Apartamentos,311550,completa
135964,gemini-3.5-flash,5,5,5,5,Bella Vista,Apartamentos,117975,completa
135741,gemini-3.5-flash,4,5,3,5,zona_no_determinada,Apartamentos,1500,completa
135691,gemini-3.5-flash,4,5,4,5,Bella Vista,Apartamentos,247000,completa
135726,gemini-3.5-flash,4,5,3,5,Bella Vista,Apartamentos,350000,completa
135721,gemini-3.5-flash,4,5,3,1,zona_no_determinada,Apartamentos,170000,completa
139321,gemini-3.5-flash,4,5,4,5,zona_no_determinada,Apartamentos,313500,completa
135796,gemini-3.5-flash,5,5,5,5,Bella Vista,Apartamentos,119000,completa
135815,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,285000,completa
137151,gemini-3.5-flash,1,2,1,1,zona_no_determinada,Apartamentos,450000,preview
140080,gemini-3.5-flash,5,5,4,5,Obarrio,Apartamentos,175000,completa
140081,gemini-3.5-flash,4,5,4,5,Obarrio,Apartamentos,161000,completa
141287,gemini-3.5-flash,5,5,4,5,Obarrio,Apartamentos,168000,completa
142881,gemini-3.5-flash,3,4,5,1,Bella Vista,Apartamentos,269050,completa
142882,gemini-3.5-flash,3,4,4,1,Bella Vista,Apartamentos,235450,completa
142886,gemini-3.5-flash,3,4,4,1,Bella Vista,Apartamentos,144500,completa
142955,gemini-3.5-flash,4,4,4,1,Bella Vista,Apartamentos,520000,completa
142858,gemini-3.5-flash,5,4,5,5,Obarrio,Apartamentos,467900,completa
142859,gemini-3.5-flash,5,4,5,5,Obarrio,Apartamentos,645225,completa
137066,gemini-3.5-flash,5,5,5,5,El Cangrejo,Apartamentos,113000,completa
137017,gemini-3.5-flash,4,4,5,1,zona_no_determinada,Apartamentos,1000000,completa
136553,gemini-3.5-flash,2,4,3,1,Bella Vista,Apartamentos,350000,completa
143457,gemini-3.5-flash,4,5,4,5,Obarrio,Apartamentos,161722,completa
143456,gemini-3.5-flash,4,5,4,5,Obarrio,Apartamentos,180519,completa
143428,gemini-3.5-flash,5,5,5,5,Bella Vista,Apartamentos,230000,completa
143028,gemini-3.5-flash,3,4,3,1,zona_no_determinada,Apartamentos,1500000,completa
143475,gemini-3.5-flash,5,5,4,5,Betania,Apartamentos,158000,completa
136451,gemini-3.5-flash,3,2,4,1,Betania,Apartamentos,550000,completa
141184,gemini-3.5-flash,5,5,4,1,Betania,Casas,599000,completa
142407,gemini-3.5-flash,5,5,4,1,Betania,Casas,599000,completa
140502,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,135000,completa
140553,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,260000,completa
140610,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,266000,completa
140613,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,204300,completa
140625,gemini-3.5-flash,5,5,4,5,Betania,Apartamentos,217800,completa
140626,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,580000,completa
140627,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,314107,completa
140628,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,227016,completa
140629,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,197500,completa
140630,gemini-3.1-flash-lite,5,5,5,5,Betania,Apartamentos,171000,completa
140631,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,152248,completa
140632,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,139268,completa
141715,gemini-3.5-flash,5,4,5,5,Betania,Apartamentos,135000,completa
141767,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,260000,completa
141827,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,266000,completa
141828,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,204300,completa
141840,gemini-3.5-flash,5,5,4,5,Betania,Apartamentos,217800,completa
141841,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,580000,completa
141842,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,314107,completa
141843,gemini-3.5-flash,5,4,5,5,Betania,Apartamentos,227016,completa
141844,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,197500,completa
141845,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,171000,completa
141846,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,152248,completa
141847,gemini-3.5-flash,5,4,5,5,Betania,Apartamentos,139268,completa
137311,gemini-3.5-flash,4,5,4,1,zona_no_determinada,Casas,599000,completa
140965,gemini-3.5-flash,5,4,4,5,zona_no_determinada,Casas,498000,completa
141082,gemini-3.5-flash,5,5,5,5,Betania,Casas,560000,completa
142182,gemini-3.5-flash,5,5,5,5,zona_no_determinada,Casas,498000,completa
142304,gemini-3.5-flash,5,5,5,5,Betania,Casas,560000,completa
140554,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,254000,completa
140802,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,300105,completa
140803,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,259038,completa
140804,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,244709,completa
140805,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,158665,completa
141768,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,254000,completa
142018,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,300105,completa
142019,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,259038,completa
142020,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,244709,completa
142021,gemini-3.1-flash-lite,5,5,5,5,Betania,Apartamentos,158665,completa
140462,gemini-3.5-flash,5,4,5,5,Betania,Apartamentos,260000,completa
141674,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,260000,completa
143213,gemini-3.5-flash,3,5,3,1,Betania,Apartamentos,165000,completa
143185,gemini-3.5-flash,4,5,4,1,Betania,Apartamentos,230000,completa
142766,gemini-3.5-flash,3,4,3,1,Betania,Locales,30000,completa
142714,gemini-3.5-flash,4,5,4,1,Betania,Apartamentos,144000,completa
142651,gemini-3.5-flash,5,5,4,1,Betania,Casas,480000,completa
142576,gemini-3.5-flash,5,5,5,1,Betania,Apartamentos,650000,completa
142855,gemini-3.5-flash,4,5,4,1,Betania,Casas,550000,completa
142891,gemini-3.5-flash,4,4,4,1,Betania,Apartamentos,135000,completa
142907,gemini-3.5-flash,4,4,5,1,Betania,Apartamentos,409000,completa
142909,gemini-3.1-flash-lite,4,3,3,2,Betania,Apartamentos,884000,completa
142857,gemini-3.5-flash,5,4,5,5,Betania,Apartamentos,210000,completa
142977,gemini-3.5-flash,5,5,4,1,Betania,Apartamentos,130000,completa
139888,gemini-3.5-flash,2,2,1,1,Betania,Edificios,750000,preview
139746,gemini-3.5-flash,5,5,4,5,Betania,Apartamentos,105000,completa
139747,gemini-3.5-flash,4,4,3,1,Betania,Apartamentos,125000,completa
139800,gemini-3.5-flash,5,4,4,1,Betania,Casas,580000,completa
139832,gemini-3.5-flash,5,5,4,1,Betania,Casas,320000,completa
139839,gemini-3.5-flash,5,5,5,1,Betania,Casas,790000,completa
139850,gemini-3.5-flash,4,4,3,1,Betania,Casas,275000,completa
139720,gemini-3.5-flash,1,1,1,1,Betania,Apartamentos,150000,preview
139751,gemini-3.5-flash,5,5,4,5,Betania,Apartamentos,145000,completa
139842,gemini-3.5-flash,5,5,4,1,Betania,Casas,225000,completa
137348,gemini-3.5-flash,3,2,2,1,zona_no_determinada,Casas,5500000,preview
137828,gemini-3.5-flash,4,5,3,1,Betania,Edificios,450000,completa
137535,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,210000,completa
137536,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,155900,completa
137538,gemini-3.5-flash,5,5,4,5,Betania,Apartamentos,138500,completa
137483,gemini-3.5-flash,4,4,3,2,zona_no_determinada,Apartamentos,120000,completa
137100,gemini-3.5-flash,4,4,5,1,Betania,Apartamentos,223400,completa
137099,gemini-3.5-flash,5,5,4,5,Betania,Casas,468000,completa
137082,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,250000,completa
137078,gemini-3.5-flash,5,5,5,5,Betania,Apartamentos,389025,completa
137025,gemini-3.5-flash,4,5,2,5,Betania,Apartamentos,130000,completa
136983,gemini-3.5-flash,4,5,4,1,Betania,Casas,320000,completa
136872,gemini-3.5-flash,5,5,4,5,Betania,Apartamentos,150000,completa
136541,gemini-3.5-flash,3,4,3,1,Betania,Apartamentos,260000,completa
136307,gemini-3.5-flash,4,5,4,1,Betania,Apartamentos,389000,completa
135640,gemini-3.5-flash,5,5,5,5,Betania,Casas,487750,completa
142869,gemini-3.5-flash,4,4,4,1,Betania,Apartamentos,210000,completa
143467,gemini-3.5-flash,5,5,5,2,zona_no_determinada,Locales,900000,completa
136195,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,403000,completa
143104,gemini-3.5-flash,5,5,4,5,Costa del Este,Apartamentos,610000,completa
138394,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,416026,completa
136658,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,398429,completa
140024,gemini-3.5-flash,5,5,4,5,Costa del Este,Apartamentos,575000,completa
140027,gemini-3.5-flash,5,5,4,5,Costa del Este,Apartamentos,575000,completa
140169,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,465000,completa
140174,gemini-3.5-flash,5,5,4,5,Costa del Este,Apartamentos,465000,completa
140266,gemini-3.5-flash,5,4,5,5,Costa del Este,Apartamentos,885000,completa
140268,gemini-3.5-flash,5,5,5,1,Costa del Este,Apartamentos,430000,completa
140269,gemini-3.5-flash,5,5,5,2,Costa del Este,Apartamentos,323700,completa
140271,gemini-3.5-flash,5,5,5,1,Costa del Este,Apartamentos,344214,completa
140320,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,464989,completa
140333,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,700000,completa
140476,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,403000,completa
140541,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,750894,completa
140542,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,608540,completa
140543,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,1124000,completa
140544,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,1245750,completa
140701,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,291925,completa
140704,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,416322,completa
140714,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,398429,completa
140745,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,2050000,completa
140808,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,455000,completa
140809,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,429500,completa
140810,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,415000,completa
140844,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,1421000,completa
140845,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,1661250,completa
140847,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,470000,completa
140848,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,403000,completa
140849,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,486000,completa
140852,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,315055,completa
140853,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,439268,completa
140868,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,714000,completa
140869,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,692000,completa
140939,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,1249876,completa
140940,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,1334717,completa
140941,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,296887,completa
140942,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,283036,completa
140943,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,550000,completa
140944,gemini-3.5-flash,4,5,5,1,Costa del Este,Apartamentos,450870,completa
140945,gemini-3.5-flash,4,5,5,5,Costa del Este,Apartamentos,482000,completa
140946,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,436500,completa
140947,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,317000,completa
140990,gemini-3.1-flash-lite,5,5,4,5,Costa del Este,Casas,1385000,completa
140994,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,720000,completa
141009,gemini-3.1-flash-lite,5,4,5,5,Costa del Este,Apartamentos,395000,completa
141011,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,950000,completa
141016,gemini-3.1-flash-lite,5,5,3,5,Costa del Este,Apartamentos,895000,completa
141031,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,791700,completa
141032,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,868400,completa
141052,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,930800,completa
141064,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,3365149,completa
141091,gemini-3.5-flash,4,5,3,1,Costa del Este,Apartamentos,782560,completa
141093,gemini-3.5-flash,4,5,4,1,Costa del Este,Apartamentos,909243,completa
141104,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,692000,completa
141105,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,732000,completa
141106,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,730000,completa
141107,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,724000,completa
141108,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,720000,completa
141109,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,740000,completa
141110,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,736000,completa
141111,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,734000,completa
141112,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,716000,completa
141113,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,714000,completa
141169,gemini-3.5-flash,4,4,3,5,Costa del Este,Apartamentos,827000,preview
141170,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,550000,completa
141221,gemini-3.1-flash-lite,5,5,5,1,Costa del Este,Apartamentos,1018900,completa
141229,gemini-3.5-flash,3,4,2,1,Costa del Este,Apartamentos,221200,completa
141230,gemini-3.1-flash-lite,4,4,3,1,Costa del Este,Apartamentos,711900,completa
141380,gemini-3.5-flash,5,5,5,5,Costa del Este,Apartamentos,465000,completa
141385,gemini-3.5-flash,5,4,5,5,Costa del Este,Apartamentos,465000,completa
141478,gemini-3.1-flash-lite,4,4,5,5,Costa del Este,Apartamentos,885000,completa
141480,gemini-3.5-flash,5,5,5,1,Costa del Este,Apartamentos,430000,completa
141481,gemini-3.1-flash-lite,5,5,5,3,Costa del Este,Apartamentos,323700,completa
141483,gemini-3.1-flash-lite,5,5,5,3,Costa del Este,Apartamentos,344214,completa
141532,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,464989,completa
141545,gemini-3.1-flash-lite,5,5,4,5,Costa del Este,Apartamentos,700000,completa
141689,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,403000,completa
141755,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,750894,completa
141756,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,608540,completa
141757,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,1124000,completa
141758,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,1245750,completa
141917,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,291925,completa
141918,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,416322,completa
141928,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,398429,completa
141961,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,2050000,completa
142024,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,455000,completa
142025,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,429500,completa
142026,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,415000,completa
142060,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,1421000,completa
142061,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,1661250,completa
142063,gemini-3.1-flash-lite,5,4,5,5,Costa del Este,Apartamentos,470000,completa
142064,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,403000,completa
142065,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,486000,completa
142068,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,315055,completa
142069,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,439268,completa
142083,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,714000,completa
142084,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,692000,completa
142156,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,1249876,completa
142157,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,1334717,completa
142158,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,296887,completa
142159,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,283036,completa
142160,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,263949,completa
142161,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,550000,completa
142162,gemini-3.1-flash-lite,5,5,5,1,Costa del Este,Apartamentos,450870,completa
142163,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,482000,completa
142164,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,436500,completa
142165,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,317000,completa
142211,gemini-3.1-flash-lite,5,5,4,5,Costa del Este,Casas,1385000,completa
142215,gemini-3.1-flash-lite,5,5,4,5,Costa del Este,Apartamentos,720000,completa
142230,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,395000,completa
142233,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,950000,completa
142237,gemini-3.1-flash-lite,5,5,4,5,Costa del Este,Apartamentos,895000,completa
142252,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,791700,completa
142253,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,868400,completa
142274,gemini-3.1-flash-lite,5,5,4,5,Costa del Este,Apartamentos,930800,completa
142286,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,3365149,completa
142314,gemini-3.1-flash-lite,4,5,3,2,Costa del Este,Apartamentos,782560,completa
142315,gemini-3.1-flash-lite,4,4,3,1,Costa del Este,Apartamentos,909243,completa
142326,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,692000,completa
142327,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,732000,completa
142328,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,730000,completa
142329,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,724000,completa
142330,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,720000,completa
142331,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,740000,completa
142332,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,736000,completa
142333,gemini-3.1-flash-lite,5,4,5,5,Costa del Este,Apartamentos,734000,completa
142334,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,716000,completa
142335,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,714000,completa
142391,gemini-3.1-flash-lite,5,4,3,5,Costa del Este,Apartamentos,827000,preview
142392,gemini-3.1-flash-lite,5,4,5,5,Costa del Este,Apartamentos,550000,completa
142448,gemini-3.1-flash-lite,5,5,5,1,Costa del Este,Apartamentos,1018900,completa
142456,gemini-3.1-flash-lite,4,4,3,1,Costa del Este,Apartamentos,221200,completa
142457,gemini-3.1-flash-lite,4,5,3,1,Costa del Este,Apartamentos,711900,completa
136121,gemini-3.1-flash-lite,4,5,3,1,Costa del Este,Apartamentos,1149737,completa
143141,gemini-3.1-flash-lite,2,2,1,1,Costa del Este,Apartamentos,950000,preview
142791,gemini-3.1-flash-lite,5,4,5,5,Costa del Este,Apartamentos,662053,completa
142612,gemini-3.1-flash-lite,5,5,5,1,Costa del Este,Apartamentos,899000,completa
142581,gemini-3.1-flash-lite,5,5,5,1,Costa del Este,Apartamentos,439500,completa
142580,gemini-3.1-flash-lite,4,5,5,1,Costa del Este,Casas,1300000,completa
142564,gemini-3.1-flash-lite,5,5,5,1,Costa del Este,Apartamentos,385000,completa
142814,gemini-3.1-flash-lite,5,5,4,1,Costa del Este,Apartamentos,500000,completa
142830,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,257530,completa
142863,gemini-3.1-flash-lite,5,4,5,5,Costa del Este,Apartamentos,818601,completa
142864,gemini-3.1-flash-lite,5,4,5,5,Costa del Este,Apartamentos,645618,completa
142865,gemini-3.1-flash-lite,5,4,5,5,Costa del Este,Apartamentos,1469218,completa
142867,gemini-3.1-flash-lite,5,4,5,3,Costa del Este,Apartamentos,481100,completa
142868,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,560200,completa
142871,gemini-3.1-flash-lite,5,3,5,5,Costa del Este,Apartamentos,435000,completa
142880,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,414849,completa
142905,gemini-3.1-flash-lite,5,4,4,5,Costa del Este,Apartamentos,649000,completa
142956,gemini-3.1-flash-lite,4,3,3,1,Costa del Este,Casas,2400000,completa
142959,gemini-3.1-flash-lite,5,5,4,5,Costa del Este,Apartamentos,711900,completa
142963,gemini-3.1-flash-lite,5,4,5,5,Costa del Este,Apartamentos,686000,completa
142964,gemini-3.1-flash-lite,4,3,5,5,Costa del Este,Apartamentos,504500,completa
142498,gemini-3.1-flash-lite,5,5,4,5,Costa del Este,Apartamentos,430000,completa
142499,gemini-3.1-flash-lite,5,5,4,5,Costa del Este,Apartamentos,560000,completa
142463,gemini-3.1-flash-lite,5,5,4,5,Costa del Este,Apartamentos,560000,completa
142464,gemini-3.1-flash-lite,5,5,4,5,Costa del Este,Apartamentos,430000,completa
142475,gemini-3.1-flash-lite,3,3,1,1,Costa del Este,Apartamentos,895000,preview
136625,gemini-3.1-flash-lite,5,5,5,1,Costa del Este,Apartamentos,439500,completa
139721,gemini-3.1-flash-lite,2,2,1,1,Costa del Este,Casas,1100000,preview
139724,gemini-3.1-flash-lite,5,5,4,5,Costa del Este,Apartamentos,275000,completa
143055,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,398000,completa
137299,gemini-3.1-flash-lite,5,5,5,5,Costa del Este,Apartamentos,500000,completa
